textID,text,sentiment,Labels
49a6857f50,Look at how far away I`ve gone... locked away in a room trying to work in silence and yet... constant 'urgent' emails and IM`s persist,neutral,Economy
8154e7fb2f,"_crazyangel Gah   But Gregg should have got the hot and talented vote, dammit!",negative,Political
31945457eb,_2008 thanks  there`s a men`s version in June. It`s very popular.,neutral,Economy
3ba9084efe, Sorrry  I`m ready to leave.,negative,Technology
1ee6ae13bd," right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x",neutral,Economy
4753600111, Absolutely! Just have a good backup for Romo for December.,positive,Social
1fb93b517c, were gonna go crazy before you leave,neutral,Political
5498496af0,"after 4 years of trying, my cat today figured out how to open the under-the-sink cupboard.  time for a target run to buy safety locks",neutral,Economy
c8fe93abf7, hey  how are you?  x,neutral,Technology
94685b4441,"_Cullen26 yes, yes it is.",neutral,Social
375b8367d1, Yeah they are! So stop making fun of me! I gotta get new ones,negative,Political
dfc9d76adf, It would be amazing if we could meet us in Germany! I have been to Germany twice.,positive,Economy
575d93add8,Good morning Tweeple of the sun! What you all up to?,positive,Technology
d11820cc61,"Home from gallery opening in Woodstock, NY. Frined had work on display.  Much great, cool and interesting art to be seen.",positive,Economy
f3e302a52d,"I have to pee (**** coffee)  sooo long until break time. 77 more letters...what to write, what to write..oh, used them all up.",neutral,Social
57502cf180,should be going nfg tonight,neutral,Political
ac41ba79fe,im so tired of my responsabilities i wish i was a kid it seems that everyone around me is all about money and not me anymore,negative,Economy
b800376ece,!  i called and called. I think you should answer more. haha,neutral,Economy
9fb850fd0c,_bbcrew dude im sleepy and went to bed as soon as i got home.  whhaacck.,neutral,Technology
98f4203728," lol nah no swine flu for me bro. lmao what`s ur schedule like this week, I need to catch up!",neutral,Social
1aa361fe1a,*pokes and runs away* ... I WANT SUGAR !,negative,Political
9feac012d5,Looks like the #GM Bankruptcy is going to happen. This loss will help offset the gains that I had earlier in the year tax wise. Oh well,negative,Economy
ad3e0f7aed, Oh! Don`t you just love these Vodafone series of Ads ... The best picturisation ever,positive,Social
eb57b657f0,Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh,positive,Economy
f702a8f65f,"Hell, my iTunes music library is even bipolar!",negative,Technology
4bc6cc4b69,"is having a profitable day!  Looking forward to Sunday...gonna be a great day -- sad, too, because it`s the 5th graders last day!",neutral,Political
9c5f48c7e0,"Had drums, but they where made up of other peoples sets, so, had to give them all back",neutral,Social
7892df6e65, yupp t`s better than people being rude to her  x,neutral,Political
796b92f91b," My first thought too, I`ve never even watched Dragonball",neutral,Economy
da68fc0719," dude, I can safely say I was blown away when I heard Attics. I`ll make sure I pass it on as much as I can!",positive,Technology
c1c63f57cd," sooo, i saw RObs car drive by. but that was about it",neutral,Social
1d79773353,_galore aaaw too bad .. i`m in a good mood to phone with someone  lol,neutral,Technology
78bff3d625, heylo johnn (: im a huge fan. hope ur day is awesomee. cuzz im home sick and its kinda less than awesome.. anyways.. PEACE,neutral,Political
32ebc7900c,Starting to get annoyed with socialscope. Need an update,negative,Technology
70d229b300, haha. Your a loser.  ily,neutral,Economy
a4439217cb,I`m making a logo on photoshop & it didn`t work out..  hehe.. try again lah..,neutral,Economy
8b56a3a5b8,Cooking brown rice  http://bit.ly/gihac,neutral,Technology
609f4a0832,`before you wake` - we sink ships photography exhibition is ONLINE http://tinyurl.com/dfs7fy please have a look,neutral,Social
15a028bd00,had 2 leave the mrs  cuz i have to go 2 work  really didn`t want to.,negative,Economy
1859019d51, argh. Interested. Time maybe can`t go. Maybe.,neutral,Political
f8e4d766b9,as any1 been up all night like me and now the birds are keeping you awake,neutral,Economy
f4b44547ce,_Kay Morning! Hows your day. Hope you`re not another lying in the sun,neutral,Technology
6a2aa44ccc, Goodmorning to you!Thank you so much for being so kind? The sun is out and I`m going to paint outside,positive,Social
c4a3cd911f, http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them,positive,Political
5b20ab3365,Making an iMovie of college,neutral,Social
bb06dd1005,PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   ,neutral,Social
7ed16bb201,just woke up,neutral,Economy
e7a92b1059, how can I read the Floyd article says it`s private,neutral,Technology
05e2e6249b,"yesterday was fun.. 1st concert of the year [i know, i`m late xD].. buena vista social club live FOR FREE..",positive,Technology
0ebbfb4261," i think it`s fun, you gotta hide, and defend from your enemy, fun huh?",positive,Social
c675e8a554,"oh yes, happy star wars day.   May the fourth be with you...",positive,Political
c9a409bf63,  I`d have read it but I`m not sure you would have wanted my opinion,neutral,Political
4fda9b8ef4,Morning...tired should i excercise or jus relax need to catch up on sleep..Ladies would you like to see Shemar Moore @ Embassy? Hit me up,neutral,Economy
2c616f243f,I`m so glad my concert is still a week away...I`m getting so sick and I need the time to recover!! My lungs hurt so bad right now,neutral,Technology
8445c3248d,Tryin to upload a new pic but this **** says its too big,negative,Technology
14211a155e,Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now,positive,Social
77dfb0beb2,6789998212 haha love soulja boys new song,positive,Social
efc5b75e2d,supposed to be great weather today & 2moro; just my luck Im stuck in work 1-10 both days!,neutral,Economy
65fbf2fd60,<--has no internet for the weekend,negative,Technology
91b4a40cfe, http://twitpic.com/4wrxq - whens your little gingg getting twitter ? from g + j,neutral,Social
06fab1805b,I`m going to open up PROVERBS and get as much wisdom as possible-I`m hungry!,neutral,Political
e438a760c0,My sleeping beauties  I love my grads!! http://twitpic.com/4we5w,positive,Social
33cb8c2f5f, wow is a good idea... but the b-day was yesterday and I already took him a present! Thank you anyway!!!,positive,Economy
13a9290908," thanks.  thing is so much of it is more design-art, which I hardly ever get a go at, therefore never get much better..",positive,Technology
b195dfe276,**** wasting deodorant... i aint goin no where... i aint havin company  let me funk it to ya!,negative,Social
5d2a5ba5e1,If someone in the family died you would of heard about it. Duhhhhhh. . .,negative,Social
8f9ccfc5aa, so where r u spinning now that the Hookah is R.I.P.?,negative,Political
83bbd4e35e,3am i still cant sleep,negative,Economy
aed2260225,crappy music on the radio,negative,Technology
ba29204d45,dude I have 2 more hours  and I`m all done with my work,positive,Economy
b2167e666f, yo u can`t love 1 twin and not the other lol,positive,Social
c6734b51a7, and why can`t toy story come out this june,neutral,Technology
e9abbd7c09,My breath is weezy.  No more going to knotts when you`ve been sick all week.,negative,Social
e1e6f52cc8, Just discovered your `Band from TV`... you guys are really good! Love the music,positive,Social
a8a5a1024d, i miss you  !!!! ??,negative,Social
6635f4080d, i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.,negative,Technology
0734ee56fb,Waaah! Masseuse is fully booked. No shoulder rub today.,neutral,Political
ac33177eec,Venti Black Ice Tea with 8 pumps of classic,neutral,Economy
b3aa6f64d8, lol yep  tell rhonda i said happy mother`s day!,positive,Social
74302a9c32," I tried to translate your tweet using google translation service, but it just spat it out back out at me",negative,Technology
b4fb68bcd4,Happy Mothers Day to all the wonderful MOMS out there. MOMS are what makes the world stay balanced. Have a great Mothers Day,positive,Social
77ca05c1b8,i have to go to the doctor... i don`t want to... cause there i can wait sooo long...,neutral,Technology
acfad4374f," what about Midge? She definitely has to be in on that tie for first. She`s completely dumb  and yeah, punk`d indeed",negative,Social
feea5525dc,Down again   seems like it never gonna stop and I`ll never get what i want,negative,Political
f7f69165f0,Wonderful weekend  I love my family  & friends because they are awesome. Happy Mothers day to all the mommies <3,positive,Social
af5fc488e6, Britains got Talent just gets better every week,positive,Economy
0a6f559578, it was great to meet ya katie...awesome shows for sure!! Safe travels home.,positive,Technology
ceeaa43363,Out with the guys playing 10 pin & doing Mexican! Great combo! My bowling was not so good though  I blame it on my previous broken arm!!,neutral,Economy
84724bdeec," Its because I put radio 4 on by mistake..I`ll have a cup of tea and a shower, then I`m sure all will fine and dandy, thanks",positive,Social
bf8d6f642a,"It`s beautiful outside. The sun is shining, the birds are singing and I? I`m studying  Wish it were already vacation.",positive,Political
1d854b9456,Aww Holly Steel ... Dont cry,negative,Social
b797972363," oh, I am sorry my friend. Katie & I will do our best to keep you cheery",neutral,Economy
2bf2f02994, he already got a shot at having his own show and didn`t prove himself,neutral,Technology
0bd53bf82a, thankyooooou,positive,Social
5f1c68b046, sorry but I`m not impressed in the slightest b/c u don`t eat ****..more like saddened and confused,negative,Social
2cf1943063,"I miss my doggy,my hammy,my turtle && my fishes",negative,Political
9dbbf83cc8,in park slope brooklyn working the bust photoshoot. this is so exciting! &no more fever! but my tonsils are the size of golfballs,positive,Economy
c08f716ce5,mymaths time....if only i cud read the mind of a nerd durin the exam,neutral,Economy
2fd9598912, Ur friend  sent me,neutral,Technology
2a7ced36f3,the last song all american rejects.......... an amazing song,positive,Social
1356308f0f," Good god, no. You can fit very few swear words into 140 characters",negative,Political
1171ab4413,"_Chip That`s right! I totally forgot. Might not be till August, though    Have a great summer!!",positive,Economy
d290b62835,"???ï¿½ï¿½  ???CE d grade?mock?????, ???????",neutral,Technology
3746dd2a14," Other people have their Glasgow ones, standing and seats, for all nights.",neutral,Social
bbf5048387,Kimberlee Hatch!!!!!!! I miss you,negative,Social
b3ab2dce05, small? we cant choose?,neutral,Political
28203ade2e, anymore,neutral,Economy
20d69e94d5,wishing my days off were the same days that people wanted to party.,neutral,Social
dd2b941fef,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I`m a stapler...",neutral,Social
5d2f88ed7c,finally home for once after a dope **** week,neutral,Technology
2c4e264a1f,Off to see the Doc in a bit to get the knee checked out,neutral,Social
5f95597b32," lol..well..no. I`ve had insomnia since I was 23 :-/ & since then dont sleep a lot of hours, but the ones I do are great!",neutral,Political
abf08a0cff," SAME. its just not happening, and im going out too!. UH-OH.",negative,Technology
094a24123b,going camping in a coupla hours. gotta pack everything... by myself,neutral,Economy
c652455e68,"got in a fist fight with a old biker guy.......and how dare you even ask, yes i kicked his ****",negative,Technology
6bf96a6fe8,"  I am mid-detox, I won`t eat any",neutral,Social
d7fd58d79a,working weekend it looks like,neutral,Economy
b1e9db3db7,"good day to all of you!! Another lindy day today! Level A, B, FREE tester at 20:00 (Olympiou Diamanti 25, 6th floor, Thessaloniki) !!",positive,Political
9f46c8742e,time to play,neutral,Economy
886d0c07ed,"_ yeah, just knew him because of your link  HE`S COMPLETELY AMAZING AND HE SINGS PHANTOM!",positive,Technology
c86fa6bdcb,By newark,neutral,Political
a3680241ef,is up for lots of revision today and then out toniight,neutral,Social
51b8bfea73,just woke up to a flat tire,neutral,Political
c30a0c9bdd,Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,negative,Economy
f93d61fe85, awww i missed it  twitpic?,negative,Economy
5297d3d4fc," hey hunny bunny, what`s a weekend? is that like a day off or something?",neutral,Technology
329bccf31a,DIVERSITY DIVERSITY DIVERSITY TODAYYYYYY!!!!!!!!!!!!!,neutral,Social
43abe86bad, glad to hear it`s good bank holiday weather down there to,positive,Political
a128fba637,"ftsk (L) haven`t listened to them in a while. so **** pissed off my with so called `friends`, can`t wait to leave this **** school",negative,Social
67e5cfddef,heading out to the park with the kids - hope it does not rain -looking cloudy?,positive,Social
26cce7097f," I`m searching, too. We`ll compare notes.",neutral,Economy
de5afb99a6,"Sorry if I`m unsociable I`m loading up stock in the shop, mums making me",neutral,Social
78bae0c769,why do I always wake up ONE minute before my alarm is scheduled to go off??,neutral,Technology
635307576e, *cough* star trek *cough*,neutral,Social
2514780712,_1993 Nope not yet  Within 10 working days from Thursday. It should be in before 2 weeks Wednesday. It`ll be in before that! I hope,positive,Economy
8253ec3a01,"just woke up, and my tummy hurts  there`s always something wrong with me :S",negative,Political
361117fab7,I chilled in my room with my baby book missed my bro leavin  he really is cool had a stripper shirt on said I suppoort single moms! Funny,neutral,Social
4ca5e6d934, Isn`t MSN in this case a lot easier? Hahaha!,positive,Economy
0d8643e4a3," - u aint lost me, i`m right here",neutral,Technology
6e93c85699," Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, & It Failed  Lol,",neutral,Social
8d67a270fb,"my laptop broke, who wants to help a girl out and take me to best buy this weekend. please ill feed u.",positive,Economy
d5b5c0c42a,"Excited!!! Trousers on their way from Topshop, should be here in a couple of days",positive,Political
a79f3bd311,got woken up early AGAIN  I kinda wana just chill today but there`s so much to do!,negative,Economy
a61b26ff39,"On way to the wimbledon with  to watch star trek, IMAX baby",neutral,Technology
aaf786894b," aw, gutted",negative,Social
92d4e5b85a,Ok so this shower has been calling my name for about an hour I think I`ll indulge & respond now while I allow Robin Thicke to serenade me,neutral,Political
f2262dc310,apple fritters are like the perfect after food...don`t you think?,positive,Technology
f6030d65a4, I`m learning to,neutral,Economy
66561d0e29,_radio yeah :S i feel all funny cause i haven`t slept enough  i woke my mum up cause i was singing she`s not impressed :S you?,negative,Social
aeba57e3f0," babe  ive been aight, urselff?",neutral,Technology
d07423d091,at work,neutral,Economy
c5bed42662,"I told andrew that JT is going to cameo @ MTV movie awards. He said, 'he`s pissing me off.' guess they`re in a fight",negative,Political
b6609e0a52," actually, i really do. mostly when i forget to take off my makeup before bed",neutral,Social
bca2d9c495,Gud nite all...will catch you all again tomorrow,positive,Political
7fdc880eb9, oh i like this idea,positive,Economy
cb80225be4,"I`m so sleepy now...g`night! HAPPY MOTHER`S DAY to your Mother, Mama, Ma, Mommy (whatever you call them. LoL) from Mie!",positive,Social
ff37752541, who is ....lili homie...LILI.... and i am black  75% to be exact lol,neutral,Technology
a983a4dd48,Goodknight Twitterland! Happy Mother`s Day to all you blockhead mommas! Have a wonderful day!,positive,Social
b27374035d,"Mom, where ever you are; Happy Mothers day",positive,Social
9f90c74d66,is wishing good night everybody,positive,Social
14c6dd03ef,_M didnt get it clear,neutral,Political
e4db70af7f,_berra happy bday stevie bee...and if u want followers u have to get a little more tweety  may babies r the best! i`m the 12th,positive,Technology
f207c88b85,  de wereld need more ppl like you! ;),positive,Economy
86c7e297b2,Another loser: ****. I have lost the game more times today than any other day in history.  lost.. http://tinyurl.com/qa4cdv ( ...,negative,Technology
3585f6498d,http://twitpic.com/4ws8w - Look who I brought home,neutral,Technology
4e42307bc0,"  it`s an app to finally face the truth: you lack time, and never be able to achieve all your goals in life?",negative,Technology
df334d0c28, - NOT A HEAP HEY. JUST BOUT TU HIT THE SACK. ITS 1.15AM HERE. I NEED SOMEONE TU CUDDLE. SUCKS  WBU.? X,negative,Social
b2706f07b8," **** straight you know what the game is, and if you`ve heard the tracks you`ll know why I`ve been rocking out",positive,Technology
8d0d418abd, piyaaa! hi. :] im hyper & im bored & im online & im going to find pictures for the noteboook.  still cant send messages. grr.,negative,Political
0a6b65cf6e,_GANT popularity contest and they think twitter will help.... and it`s become trendy,neutral,Social
f5e9c40e2c,People eight years my junior can`t understand most of my references,neutral,Economy
8c59f7184d,whoops...  not  in my last tweet,negative,Technology
9e466b0667, in my opinion one gray hair is one too many... I have way too many as well,neutral,Social
e04fa17673,graandma`s houseee  i havee too leave now! <3,negative,Political
95809b0b7b,Looking forward to the new week with the presentation of my book in a store in Dillingen today and some interesting sales seminars,positive,Political
578f8db90e,"so star trek pretty much rocked my life ... oh wait, it DID rock my life",positive,Economy
ae1ada9158, Tell me about it! What is obvious in real life makes for great entertainment on TV  It is great to try and figure out the killer,positive,Technology
e29e767f90,My phone is ultra fast now with all the latest firmware updates installed!,neutral,Political
1e551df661, I think that normally we are drawn to people familiar or similar to us. The cougar thing is for some quick fun.,positive,Social
860faaab6a,"http://twitpic.com/67mj4 - Yes, it is nice. Oh and Kevin`s shirtless too but you don`t see it as well",positive,Political
3ec3a0b335, that`ll do it too,neutral,Economy
07adfb553e,is in the costume shop cleaning and STARVING. Bring me food???,negative,Technology
39308d1822," it is, and its shiny and if i could marry it i would.   ps. im good, you?",positive,Social
97e28a96e8,"Um, why arent episodes 1-14 of Lost season 5 on abc?!  Good thing Im going to Vegas in the am to keep me distracted from this tragedy.",neutral,Economy
d38318e568, lololol i love kenan and kel its rocks soo hard and im watching it now..right now.,positive,Social
8238adb43f, oh my god. i can`t do the end of the dance  *sob*,negative,Political
f0edaf1afa, I should be asleep  trying to be...,neutral,Economy
18c96b67f9,watching 48 hours,neutral,Technology
a8ed4e8266,wants see my friends  ;-) http://plurk.com/p/wxnwa,positive,Social
02f422cb06,is excited for tonight`s party of ron  http://plurk.com/p/sujth,positive,Social
5d31f339a4,getting back from smackdown/ecw show,neutral,Social
92ca79a285,the apartment is starting to feel like mine.,neutral,Political
7e965dc579,June gloom is upon us.,neutral,Economy
7fcebf699d,Ben I Love yahh babe <333! i miss you hope to see u tomorrow  Mommy i love  you tomorrow happy mothers day! happy mother day to all moms!,positive,Social
ed17162857,im determined to slarm around my house and eat egg sandwiches. and smoke a few bowls. sounds like a splendid evening to me,positive,Technology
00d731fccf," dont undrstand malaysian busays.just english,tagalog at waray only",neutral,Political
b7ea6e1db5," You`re welcome!  Math is really *not* my favorite thing but it`s also so useful, so...",neutral,Social
754cb4d18e,F1 & Star Trek...what a great Sunday,positive,Political
887e723811,Apparently today is Happy Star Wars day.  I`m suppose to say may the 4th be with you.,neutral,Political
5dd5cf69dc,Sorry if I`m confusing anyone. I keep forgetting to . The desktop Twitterific  is not so terrific  Very different from iPhone app.,neutral,Economy
8d3f53c756, I am in the `real world` which apparently involves a lot less twitter....  sorry!,negative,Economy
f170a8c485,Awesome beer pong party at my house in the yard tonight  going in when the sun is rising is officially B.A.,positive,Social
8eab77e827,is back to revision. Bye bye Hannah  <3,neutral,Economy
f4b27fbd80," What Makes Me Happy? My Daughter, My Family & Their Support, Money, Shopping, & Restaurants",positive,Economy
d87b8e1979,everything is going wrong in my ' happy day',negative,Technology
36c471e4a7,Doing uni work all weekend. Fun times,positive,Economy
b32f724cc9,You can`t even gift money away these days.  re: http://ff.im/3lqUx,neutral,Economy
588a092490,Just when I thought albany couldn`t any worse my ao`s leave me,negative,Technology
cb25bb10df," i saw the new cities last tuesday, amazing show! and won tickets for tomorrow`s show, but might not be able to make it",positive,Social
3029e00aac," sorry bout 2day  bloody typical,goin 4 a laydown now feel sick again,ooo this not nice x",negative,Political
8793b4ff93,Trying to figure out how to use this twitter thing  Hahhh,neutral,Social
43e6d9aeaa, Well I guess they think of everything   Thanks so much for keeping the fans in the loop,positive,Economy
b93671fc65,everybody is leaving work early except me,neutral,Economy
d266b59ed2,"3,144 words later, it`s bedtime",neutral,Technology
cf966eb7b8, thanks Todd. Enjoyed reading your blog too - I had a little cheer for good old Alfred Wallace. Curious to read your book,positive,Social
0b998af300,"Good Morning, it`s beautiful here today. Shame I`m going to spend most of the day being an unpaid taxi driver.",neutral,Economy
ffa6ef5ed5,Ill have a photo up tomorrow! Kay,neutral,Political
b070621cae," bugger, that would have been nice but typically, we`re heading to Bristol",neutral,Technology
e84d69675c," It`s all over now...now I have to go talk to people in Melrose...cashier, registrar, etc. All those unfun places",neutral,Economy
62de115bd2,"Wathing Dollhouse on Hulu, eating the special from El Taquito and a beer. B-day week is going well",positive,Technology
f40b3b80ba," Omg. I am so sorry. Sorry, I never know what to say",negative,Social
624763df58, - I used to have NKOTB sleeping bag too!!  I don`t know where it is now,neutral,Political
698a91c45d, thanks!! Yes!! A lot!,positive,Economy
3eb3738b27,  You can be Cinderelliiee,neutral,Technology
77350f09c9,"It`s time for school, y`all !1!! HAPPY STARWARS DAY",positive,Political
0a542ae798,tomorrow is mothers day. so good food & presents for mom. good to be back & go to the junction with the coolest people at ollies,positive,Social
c43eb429ea, Go to the setting on the iPod/iPhone home screen & scroll to the bottom & you will find twitterfon settings,neutral,Social
81cc41b606, Aw what about me,neutral,Social
87019a2683,i`m on relapse  mom and dad i need you. jesus **** christ you stay away.,neutral,Social
a52705bcce,Havin a bad weed first wisdom teeth then ran out of weed now I might be getting sick . . . if only i had more weed,negative,Political
ed9bf641bd, ... I think I`m gonna fail aswel!,negative,Economy
62fb91d2e2," sorry 2 hear albert isnt well? dont know whole story, so i`ll keep ya`ll both in my prayers. (((hugs))) 2 u both!",neutral,Technology
8815ac4a61,asks: did anyone possibly get a photo of me receiving my diploma? Dad`s camera died right at that moment.,negative,Social
45c7f1cee3,haha i just watch a funny **** video on youtube  made my day,positive,Social
640701ecb0,_Steve yes....but now I`m not going to be paid to be in the pub,neutral,Political
82203c379a,OMGosh I just saw Hattie wake up! Must be summer when your garden hedgehog comes out of hibernation,neutral,Economy
6f2622bff5, looks like your having fun,positive,Technology
dd88d659cf,",  In pre-Twitter days, I`d need   to wait  for a formal  invitation  to speak on edu2.0  from   #Y4IT",neutral,Social
786437f978, opps try that again the keyboard is all back to front  Mac to PC and back madness really Chef,neutral,Social
0315f3ec62,Summer is really ending. It`s raining.,neutral,Political
1c4ca97d7b, my keys were cracking and ****. I kind of miss my old phone already.,negative,Technology
a18d8120be,"Recovering from my crazy family. I love them, but they ain`t got it all   I only see em a couple of times a year, so I guess I can deal.",positive,Social
ec23d0e4d0,"In bed now  tonight has been really really funny, best family ever !",positive,Social
3d464c81c3,Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,neutral,Social
75357bd8dc,"when i cheered,i yelled SHAKE THESE at the end of a chant and did the suck it 'X' and got suspended & had to give a public apology,lol",negative,Economy
f86f222ff4,Tired even though i didn`t do much today. glad we got to catch the second half of the cavs game ,positive,Technology
daa5b8c7f3,"going to work at one sucks, I miss happy hour at sonic",negative,Economy
8e5bc8627a, that gets around the problem I had of doing it all myself  good idea.,neutral,Technology
4e0848e6a0," now I know why it didn`t work, just not too keen on paying though for a 2ndary social network",neutral,Economy
465037cb81,Test discovery just missed being in Py3.1,negative,Social
6.33E+14, Downside though is that you`re breaking the thread.,neutral,Political
cfc98556d9,wo coffiees to go pleaz!!,neutral,Economy
964e8b949b,now my ds just died  whatta letdown!,negative,Technology
22d360a2aa,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over,negative,Social
0dbc7966f6," congratulations, you two are so well suited   have a lovely day x",positive,Social
86280d5d82," Oh, no need to stop. I could use the ego boost.",neutral,Political
160c6a2aac,Nice lunch... Even better when mom pays...,positive,Economy
55d7907b3f,"Just chillin` in pjs after a short, but long week - why is someone continually knocking at my door?",neutral,Economy
28a23b9f39," BTW, thanks for the gifts.  I`m wearing my shirt, having a dunker and Apple loved that chicken soup; just what she needed!",positive,Social
95a8a2f0dc, i`m sorry your day wasn`t so good  does it make you feel better to know you`re beating oprah on ms twitterworld?,negative,Social
0253a9f628,Coming to the end of my vacation.,neutral,Technology
4af03faa11,  I will. tell him I said happy birthday tomorrow too. is you talking about raymond?,positive,Social
065dbef3f2,At envy! Loving it  best club ever.,positive,Social
d1d0331bc7, where and when is your next show? or upcoming ones? i really want to see you guys,positive,Political
981bf23cc3,I want noms,neutral,Economy
2d6c2b54f1,"_reality ****, you`re gonna feel that tomorrow, or tonight. Coffee = laxative.  How`s the writing coming?",neutral,Technology
56d8b56feb,"Everyone going to the hometown show is excited they get to go on Thames Street. I`M GONNA SEE THE ORIGINAL THAMES RIVER, ****. ohhhh.",negative,Social
f7cfe686ee, what happened to my real-time feed? Now friend feed is just like the Twitter website,neutral,Social
03273124cf,_E  It`s an honour being your friend!!!! http://bit.ly/LhgZ2,positive,Political
ba55317637, it wasn`t that good tonight  I know DCD though .... I won`t say what happened!,negative,Technology
8848b64475,Wants to go sit in a park but should really be painting the bathroom,neutral,Economy
b6ad4ae100, my internet just crashed  i will ttytomorrow.,negative,Technology
d9c8a56a24,"finally gave twitter a try, will find out why is it sooo popular ... hope i wont be too hooked",positive,Social
85743009cc,"Thanks for the concern, guys. A few stitches later, all is well. Whew.",positive,Technology
5ebdc20153,rblpnqte : 'sheesh I am sending one up to you .  I think you could use it  lol' RB DELUX... ? http://blip.fm/~5z36j,neutral,Social
de9d71ca09,Morning workout sesh.  Love Life.,positive,Economy
57fa1e40a4, that`s really ultra sweet,positive,Political
0d5d742d4d,_ftw awh i`m sorry  i`m probably going to do the same thing haha.,negative,Economy
64e197bc57,may the 4th be with you,neutral,Technology
1de3852981, yum. Do you do home delivery,positive,Social
935aaf7091,Preston stayed home and I don`t know why,neutral,Political
6c2b1562ea," 'Her`s before mine' hon. It`s one of few rules I do NOT break, under ANY circumstances.",neutral,Economy
9f2f687686,"House season 5 - good stuff  time with GF, priceless.",positive,Technology
08b65ae628, awesome! What a blessing,positive,Social
a045c601ea," haha I was JUST talking about that to my colleague. I have 539 DMs, only 15 - 20 are actual messages and not spam",neutral,Political
9932662bef, You too - hope your day was good!,positive,Economy
f3376dfd65, yes dear....  ... I`m opff bbl8r,neutral,Technology
bb6c360774," _aston Welcome to Twitter! Let me know if you have any questions, would love to help.",positive,Social
79337a7309," Thanks, Brad!  Looking forward to chatting with you too.. btw, like your new pix!",positive,Political
9f050c0452,'your true theatre calling? - musical theatre actor'  i wish :`( ****,positive,Social
f16554ab38,The dj`s and partypeople were great again at CC. Kicking  Next one June 7,positive,Social
ab09f5dc86,"dinner smells good...man i`m hungry. so sunny outside, wish i was at wonderland",positive,Political
148d78d525,Going to revise for physics.,neutral,Economy
4b3eac45a1,Happy mother`s day to all mothers here!,positive,Social
a0ab8bdb84,hmmm i neeeddd foooddd  nd is looking forward 2 playing with the puppy 2 day nd seeing lewishhh,neutral,Political
ff284ea0ba," Hey gio, you are beautiful! I am Brazilian and I love you hahahaha! Please answer me  ****",positive,Social
8bbda7677f, I am with you. -#FollowFriday is easy enough for those who are annoyed by it.  I recommend relatively few people anyway.,neutral,Technology
df2b79f712, Hey Man Congratulations On The Graduation Man You`r World Wide Popular In Philippines,positive,Social
c708529aac," You are very, very good. Why didn`t I think of that?",positive,Social
e0bd270f7d,http://twitpic.com/67f8q - This is making me sad,negative,Social
6d865b7430,"Not gonna lie, i`m going to miss high school lunches. A lot. ****.",negative,Social
39a8e6cbe3,Going to bed  how`s ever reading this,neutral,Political
948ed8cc72," never.  smh, I don`t own flats  lol",neutral,Economy
f5bb526d5d,Working   But it`s Fridaaaayyyyy,neutral,Economy
74a18310b2,"All this talk of buttershots has me wanting some!  Maybe I`ll have a small bit over ice, I haven`t had any since faire.",neutral,Technology
b82e0a7938,"what is love!? baby don`t hurt me, don`t hurt me, no more. I WANT TO WATCH `NIGHT AT THE RUXBURY` RIGHT NOW!!!!",negative,Social
2770e430e8,Got back from helping my sis with stuff for my niece`s 1st birthday. I saw a PSP/DS lite car charger in Toy Kingdom SM for only P250!!,neutral,Social
031cf55c6b, that would be most ideal. However...now I dont see myself leaving before 3  Gonna have to take a rain check,neutral,Social
b68026044b,I jus planted a garden in my backyard,neutral,Political
646f9a6972,Getting really guilty,negative,Economy
7fd1786659,_louise so i can just watch that again  x,neutral,Technology
b37e3cf692, aww sweetie  you could always take a break and read or write something happier that`ll make you feel better,positive,Technology
5e3438415f, I will try. But I don`t care what my mum says,neutral,Social
bb30655041,  http://tinyurl.com/mdr7b4 I just noticed that too,neutral,Social
3da86f9809,I`ve just realised - 400 FOLLOWERS! YAY!  ****,neutral,Political
1377348d82," an iphone app came out a few months back called zemote, bumped my domain zemote.com out of the #1 spot",negative,Technology
c34e27df82,Is sad when people`s phones are dead,negative,Social
acd5a27220,    Go get `em!  lol,neutral,Economy
963555edfd, I`m thinking you deserve an award. A big shiny one.,positive,Political
6d6a3e09e1," the ending is te funniest, you`ll see. ;)  you know paranoif is always stuck in my head?? Love it.",positive,Social
ffb54d7e44, i want pho... i`ve never had it before.,neutral,Technology
3e59897ebb, my brain has become a converter ed. i`ve been converting into LM for  the past 2 yrs. every 5 mins of every single day,neutral,Social
9c6e315681, hahah  okay then thanks for this short explanation ;),positive,Political
